label,text
spam,Important: Update your Netflix password now to avoid account closure.
spam,Congratulations Daniel! You've earned a free vacation to Bahamas!
ham,The conference has been confirmed for May 30 at the auditorium. Please RSVP.
spam,Congratulations! You qualify for a $1000 loan at 0% interest!
ham,The exam schedule has been posted on the portal. Check your dates.
spam,"Dear user, your Samsung Galaxy order is ready. Confirm at www.deals99.com/grab."
ham,FYI: The presentation slides has been approved by management.
spam,Congratulations! You have won a $100000 prize! Click here to claim now.
ham,Please complete the quarterly performance review by July 15.
spam,BREAKING: New government grant of $100000 available. Apply now!
ham,Monthly digest: Top data science trends and insights for December.
spam,Unsubscribe? You'll miss out on $1500 worth of free gifts!
spam,Your package is waiting! Track it at prize-claim.org/winner. Delivery fee: $14.99.
ham,Please complete the quarterly performance review by May 5.
ham,Your flight AA878 to Caribbean departs at 9:00 AM on May 30.
ham,Happy birthday! Wishing you a wonderful year ahead!
ham,"Dear students, the data science assignment is due on June 10. No extensions."
spam,Shocking secret the banks don't want you to know! Click to reveal.
ham,"Hi team, the meeting has been rescheduled to 4:00 PM tomorrow. Please update your calendars."
spam,Buy now and save up to 90%! Unbelievable deals at bit.ly/abc123.
ham,Your appointment with Dr. Sarah is confirmed for Thursday at 11:00 AM.
ham,Did you watch the security game last night? What a finish!
spam,Security alert: Unusual login detected on your Microsoft account. Verify now.
ham,Just checking in. How are you doing? It's been a while since we caught up.
ham,"This week in security: new features, updates, and community highlights."
spam,Your Amazon subscription gift card code: FREEXXXX. Redeem at secure-verify.net/login.
spam,"Dear user, your PS5 order is ready. Confirm at prize-claim.org/winner."
spam,Doctor recommended protein powder now available without prescription!
spam,Earn $1000000 daily with this simple trick. Guaranteed income!
spam,Buy now and save up to 90%! Unbelievable deals at bit.ly/abc123.
ham,The exam schedule has been posted on the portal. Check your dates.
ham,Your Instagram order #363656 has been shipped. Estimated delivery: August 3.
ham,Your Amazon subscription will renew on October 20.
ham,FYI: The presentation slides has been approved by management.
ham,The quarterly report workshop has 3 seats remaining. Register soon.
ham,The project deadline has been extended to June 10. Please plan accordingly.
spam,Important: Update your Spotify password now to avoid account closure.
ham,The project deadline has been extended to June 10. Please plan accordingly.
ham,Thanks for dinner last night! We should do it again sometime.
spam,Hot singles in your area want to meet you! Click here.
spam,Amazing news! You qualify for a free iPhone. Click to get yours today!
ham,Let me know when you're free this weekend. We could go for a hike.
spam,You're our 1st lucky winner this month! Win $5000 now.
spam,Earn $5000 daily with this simple trick. Guaranteed income!
ham,"Hi, I wanted to follow up on our conversation about the security initiative."
ham,Let's schedule a call to discuss the team building project. Are you free Monday?
spam,Your account has been compromised! Verify your identity at prize-claim.org/winner.
ham,The town hall has been confirmed for June 10 at the cafeteria. Please RSVP.
ham,Can you pick up TV from the store on your way home?
spam,URGENT: You have won a brand new Rolex watch! Click the link to claim your prize.
ham,I found a great product launch course online. Want to take it together?
ham,The budget workshop has 15 seats remaining. Register soon.
spam,SALE SALE SALE! Everything must go! Up to 95% off!
spam,Unsubscribe? You'll miss out on $1500 worth of free gifts!
ham,Reminder: Our dentist appointment is on Monday at 3:30 PM.
ham,Reminder: Team standup at 11:00 AM. Please prepare your status updates.
spam,Your Microsoft account will be suspended. Verify at secure-verify.net/login immediately.
ham,Your flight AA105 to Paris departs at 3:30 PM on November 5.
ham,Your appointment with Dr. Sarah is confirmed for Wednesday at 1:00 PM.
ham,Please find attached the presentation slides for your review. Let me know if you have any questions.
ham,I'm running a bit late. Will be there in about 10 minutes.
spam,Double your income in 30 days! Secret method revealed. Click now.
spam,Cheap smartwatch available now. Order today for express delivery!
ham,Community update: We've reached 7 members! Thank you for your support.
spam,Action required: Confirm your LinkedIn account details or lose access.
spam,Congratulations! You qualify for a $10000 loan at 0% interest!
ham,Our latest blog post on sustainability is now live. Check it out!
ham,Reminder: Our dentist appointment is on Sunday at 5:00 PM.
spam,Congratulations! You qualify for a $100000 loan at 0% interest!
ham,Your flight AA402 to Paris departs at 1:00 PM on June 10.
ham,Community update: We've reached 7 members! Thank you for your support.
ham,Password changed successfully for your Microsoft account.
spam,Earn $2000 daily with this simple trick. Guaranteed income!
spam,Meet beautiful people in your city tonight! Join free at bit.ly/abc123.
ham,Can we reschedule our 11:00 AM meeting? I have a conflict.
spam,Special offer: Ambien for only $9.99! Limited time deal.
spam,Important: Update your Microsoft password now to avoid account closure.
ham,The exam schedule has been posted on the portal. Check your dates.
ham,FYI: The budget proposal has been approved by management.
ham,Let's schedule a call to discuss the Python project. Are you free Wednesday?
ham,Your iCloud account has been successfully created. Welcome!
ham,Your iCloud order #104420 has been shipped. Estimated delivery: July 1.
ham,The training session has been confirmed for April 20 at Google Meet. Please RSVP.
ham,Just checking in. How are you doing? It's been a while since we caught up.
spam,Shocking secret the banks don't want you to know! Click to reveal.
spam,This is not a joke! You really won! Claim at secure-verify.net/login.
ham,Let me know when you're free this weekend. We could go for a hike.
spam,Flash sale! camera at 99% off. Only 500 left in stock!
ham,I've updated the spreadsheet with the latest changes. Please review and approve.
spam,Your Netflix subscription gift card code: FREEXXXX. Redeem at bit.ly/abc123.
ham,HR has updated the leave policy. Check the intranet for details.
spam,You have 3 unread messages from singles near you!
ham,I saw this article about marketing strategy and thought you might find it interesting.
spam,Congratulations Robert! You've earned a free vacation to Bahamas!
ham,Thanks for dinner last night! We should do it again sometime.
spam,Cheap laptop available now. Order today for express delivery!
spam,Your credit score is excellent! Get a pre-approved $5000 loan now.
ham,Your Chase subscription will renew on November 5.
spam,Your account has been compromised! Verify your identity at tinyurl.com/xyz.
spam,WARNING: Your computer has 15 viruses! Download antivirus now!
spam,URGENT: You have won a brand new iPad! Click the link to claim your prize.
spam,WARNING: Your computer has 500 viruses! Download antivirus now!
spam,Cheap smartwatch available now. Order today for express delivery!
spam,Free trial of Spotify! No credit card required. Sign up at prize-claim.org/winner.
spam,Congratulations! You qualify for a $1000000 loan at 0% interest!
spam,"FREE Xbox for the first 100 customers! Hurry, limited stock!"
spam,This is not a joke! You really won! Claim at www.deals99.com/grab.
spam,Buy Xanax online at 80% discount! No prescription needed.
ham,"This week in engineering: new features, updates, and community highlights."
ham,We need to renew the car insurance by April 1. Can you handle it?
ham,HR has updated the leave policy. Check the intranet for details.
spam,This is not a joke! You really won! Claim at tinyurl.com/xyz.
spam,Meet beautiful women in your city tonight! Join free at click-here-now.com/offer.
spam,Special offer: Cialis for only $29.99! Limited time deal.
spam,Amazing news! You qualify for a free diamond ring. Click to get yours today!
spam,Earn $1500 daily with this simple trick. Guaranteed income!
spam,BREAKING: New government grant of $50000 available. Apply now!
spam,Security alert: Unusual login detected on your iCloud account. Verify now.
ham,"Hi team, the meeting has been rescheduled to 5:00 PM tomorrow. Please update your calendars."
ham,Your appointment with Dr. Mike is confirmed for Saturday at 4:00 PM.
ham,Your Netflix account has been successfully created. Welcome!
ham,Sending you the recipe you asked for. Let me know how it turns out!
ham,Just checking in. How are you doing? It's been a while since we caught up.
spam,Your credit score is excellent! Get a pre-approved $500 loan now.
ham,"Hi team, the meeting has been rescheduled to 11:00 AM tomorrow. Please update your calendars."
ham,Please submit your research proposal by May 30. Format guidelines attached.
spam,Congratulations Jennifer! You've earned a free vacation to Caribbean!
ham,Great work on the cloud computing presentation! The client was very impressed.
spam,WARNING: Your computer has 1000 viruses! Download antivirus now!
spam,WINNER! You've been selected to receive a $500 gift card. Claim immediately!
spam,Final notice: Claim your $500 prize before it expires today!
spam,Doctor recommended anti-aging cream now available without prescription!
ham,Could you please review the pull request I submitted for the innovation module?
spam,Exclusive deal: Get headphones for FREE! Just pay shipping.
ham,Don't forget to call mom today. It's her anniversary.
ham,"Hi, I wanted to follow up on our conversation about the cloud computing initiative."
ham,Reminder: Our dentist appointment is on Monday at 11:00 AM.
spam,WINNER! You've been selected to receive a $1000000 gift card. Claim immediately!
ham,HR has updated the leave policy. Check the intranet for details.
spam,Amazing news! You qualify for a free voucher. Click to get yours today!
ham,The project deadline has been extended to October 20. Please plan accordingly.
ham,I'm running a bit late. Will be there in about 20 minutes.
ham,Please submit your research proposal by October 20. Format guidelines attached.
ham,Your appointment with Dr. David is confirmed for Saturday at 10:30 AM.
spam,Hot singles in your area want to meet you! Click here.
ham,Can you send me the invoice by end of day? We need it for the client presentation.
spam,You've been specially selected for this exclusive offer. Don't miss out!
ham,I found a great engineering course online. Want to take it together?
spam,Shocking secret the banks don't want you to know! Click to reveal.
ham,Please find attached the budget proposal for your review. Let me know if you have any questions.
spam,Unsubscribe? You'll miss out on $10000 worth of free gifts!
spam,Hot singles in your area want to meet you! Click here.
ham,Community update: We've reached 10 members! Thank you for your support.
spam,Work from home and earn $50000/hour! No skills needed.
spam,WARNING: Your computer has 50 viruses! Download antivirus now!
ham,Don't forget to call mom today. It's her anniversary.
ham,Can we reschedule our 3:30 PM meeting? I have a conflict.
spam,Doctor recommended Ambien now available without prescription!
spam,You've been specially selected for this exclusive offer. Don't miss out!
ham,Let me know when you're free this weekend. We could go for a hike.
ham,I've updated the invoice with the latest changes. Please review and approve.
spam,You're our 3rd lucky winner this month! Win $2000 now.
ham,The customer feedback workshop has 10 seats remaining. Register soon.
ham,I'll be out of office from May 5 to July 5. Contact Daniel for urgent matters.
spam,Free money! Get $1000000 deposited into your account today.
spam,Hot singles in your area want to meet you! Click here.
spam,Get rich quick! Invest $50000 today and earn $50000 tomorrow!
ham,"Dear students, the data science assignment is due on May 30. No extensions."
spam,Meet beautiful women in your city tonight! Join free at secure-verify.net/login.
spam,Congratulations! You qualify for a $10000 loan at 0% interest!
spam,Act now! This offer expires in 24 hours!
ham,Hey! Are you coming to Daniel's birthday party on Tuesday?
spam,WINNER! You've been selected to receive a $1000 gift card. Claim immediately!
spam,Your account has been compromised! Verify your identity at prize-claim.org/winner.
spam,Important: Update your Microsoft password now to avoid account closure.
spam,BREAKING: New government grant of $2000 available. Apply now!
spam,"Dear user, your designer bag order is ready. Confirm at prize-claim.org/winner."
ham,Please complete the quarterly performance review by September 12.
spam,Exclusive deal: Get Nintendo Switch for FREE! Just pay shipping.
ham,Your Instagram refund of $4.99 has been processed.
ham,The project deadline has been extended to May 30. Please plan accordingly.
spam,Double your income in 30 days! Secret method revealed. Click now.
ham,The AI lecture has been moved to Zoom for this week.
ham,Password changed successfully for your LinkedIn account.
ham,Can we reschedule our 1:00 PM meeting? I have a conflict.
spam,Your Microsoft payment failed. Update billing info at bit.ly/abc123.
ham,Your Wells Fargo subscription will renew on March 15.
ham,We need to renew the car insurance by July 1. Can you handle it?
ham,The analytics lecture has been moved to the main hall for this week.
spam,Congratulations! You qualify for a $50000 loan at 0% interest!
spam,Congratulations Amanda! You've earned a free vacation to London!
spam,Your credit score is excellent! Get a pre-approved $50000 loan now.
ham,HR has updated the leave policy. Check the intranet for details.
spam,Buy now and save up to 90%! Unbelievable deals at prize-claim.org/winner.
ham,Registration for next semester opens on May 5. Plan your courses.
ham,Monthly digest: Top marketing strategy trends and insights for September.
spam,Double your income in 30 days! Secret method revealed. Click now.
ham,The offsite has been confirmed for May 5 at Room 302. Please RSVP.
ham,Join our upcoming webinar on marketing strategy on Thursday at 11:00 AM.
spam,Shocking secret the banks don't want you to know! Click to reveal.
spam,Security alert: Unusual login detected on your Amazon account. Verify now.
ham,"Hi, I wanted to follow up on our conversation about the customer feedback initiative."
ham,FYI: The quarterly report has been approved by management.
ham,Community update: We've reached 100 members! Thank you for your support.
spam,"FREE voucher for the first 100 customers! Hurry, limited stock!"
spam,Earn $50000 daily with this simple trick. Guaranteed income!
ham,I'm running a bit late. Will be there in about 15 minutes.
spam,Get Cialis delivered to your door. Lowest prices guaranteed!
spam,Click here for a surprise gift! You won't believe what's inside!
ham,Reminder: Team standup at 10:30 AM. Please prepare your status updates.
ham,Join our upcoming webinar on engineering on Sunday at 4:00 PM.
spam,Work from home and earn $1000/hour! No skills needed.
ham,Welcome aboard! Your onboarding schedule is attached.
ham,Monthly digest: Top quarterly report trends and insights for March.
spam,Reply WIN to this message and get a free laptop instantly!
ham,I'm running a bit late. Will be there in about 20 minutes.
ham,Congratulations on completing your Python certification!
ham,Don't forget to call mom today. It's her anniversary.
spam,Shocking secret the banks don't want you to know! Click to reveal.
spam,Final notice: Claim your $100000 prize before it expires today!
spam,Double your income in 30 days! Secret method revealed. Click now.
ham,Your grade for the design course has been posted. Check the portal.
ham,I'm running a bit late. Will be there in about 30 minutes.
ham,Community update: We've reached 15 members! Thank you for your support.
ham,Can you pick up smartwatch from the store on your way home?
spam,This is not a joke! You really won! Claim at tinyurl.com/xyz.
ham,I saw this article about sustainability and thought you might find it interesting.
spam,SALE SALE SALE! Everything must go! Up to 95% off!
ham,Your Spotify refund of $14.99 has been processed.
ham,Please submit your research proposal by August 3. Format guidelines attached.
ham,Your monthly Instagram statement is ready. Log in to view.
ham,Can you pick up diamond ring from the store on your way home?
spam,Last chance! Buy one get one free on all iPad!
spam,Congratulations! You have won a $50000 prize! Click here to claim now.
spam,Get rich quick! Invest $10000 today and earn $10000 tomorrow!
ham,"Hi, I wanted to follow up on our conversation about the marketing strategy initiative."
ham,The library will be closed on Friday for maintenance.
ham,Monthly digest: Top engineering trends and insights for July.
ham,I found a great machine learning course online. Want to take it together?
spam,Act now! This offer expires in 48 hours!
spam,Your Amazon payment failed. Update billing info at secure-verify.net/login.
spam,Amazing news! You qualify for a free TV. Click to get yours today!
ham,Registration for next semester opens on May 30. Plan your courses.
ham,Your PayPal subscription will renew on June 10.
ham,Sending you the recipe you asked for. Let me know how it turns out!
spam,Security alert: Unusual login detected on your Amazon account. Verify now.
spam,Congratulations! You qualify for a $1000 loan at 0% interest!
ham,Happy birthday! Wishing you a wonderful year ahead!
ham,Welcome aboard! Your onboarding schedule is attached.
spam,Get Xanax delivered to your door. Lowest prices guaranteed!
spam,You've been specially selected for this exclusive offer. Don't miss out!
ham,Just checking in. How are you doing? It's been a while since we caught up.
ham,Monthly digest: Top analytics trends and insights for January.
ham,The design workshop has 5 seats remaining. Register soon.
ham,The project deadline has been extended to October 20. Please plan accordingly.
ham,Join our upcoming webinar on blockchain on Saturday at 2:30 PM.
spam,SALE SALE SALE! Everything must go! Up to 95% off!
spam,Act now! This offer expires in 2 hours!
ham,The Python workshop has 7 seats remaining. Register soon.
spam,Action required: Confirm your Wells Fargo account details or lose access.
spam,Free trial of Microsoft! No credit card required. Sign up at prize-claim.org/winner.
ham,Did you watch the budget game last night? What a finish!
ham,Hey! Are you coming to David's birthday party on Wednesday?
ham,Your Google refund of $14.99 has been processed.
ham,Hey! Are you coming to John's birthday party on Wednesday?
ham,FYI: The design document has been approved by management.
ham,Reminder: Our dentist appointment is on Friday at 9:00 AM.
spam,Free trial of Dropbox! No credit card required. Sign up at bit.ly/abc123.
spam,You're our 5th lucky winner this month! Win $1500 now.
ham,Great work on the quarterly report presentation! The client was very impressed.
spam,Make $50000 per week working from home! No experience needed. Sign up now.
spam,You are the lucky winner of our $1500 grand prize! Act fast!
spam,Special offer: CBD oil for only $4.99! Limited time deal.
spam,Shocking secret the banks don't want you to know! Click to reveal.
ham,I'm running a bit late. Will be there in about 20 minutes.
spam,Free trial of Apple! No credit card required. Sign up at www.deals99.com/grab.
spam,Free money! Get $50000 deposited into your account today.
spam,Your credit score is excellent! Get a pre-approved $5000 loan now.
ham,Your Apple order #363656 has been shipped. Estimated delivery: May 30.
ham,Happy birthday! Wishing you a wonderful year ahead!
spam,Buy now and save up to 90%! Unbelievable deals at bit.ly/abc123.
spam,You're our 5th lucky winner this month! Win $1000000 now.
ham,Let's schedule a call to discuss the blockchain project. Are you free Friday?
spam,You're our 1st lucky winner this month! Win $5000 now.
spam,Free money! Get $50000 deposited into your account today.
ham,Your appointment with Dr. Robert is confirmed for Monday at 3:30 PM.
ham,Your flight AA538 to Cancun departs at 9:00 AM on April 20.
ham,Your appointment with Dr. Sarah is confirmed for Tuesday at 2:30 PM.
ham,The kids have a school event on Wednesday. Can you make it?
ham,"Hi, I wanted to follow up on our conversation about the Python initiative."
spam,Free money! Get $500 deposited into your account today.
spam,BREAKING: New government grant of $1000 available. Apply now!
ham,Happy birthday! Wishing you a wonderful year ahead!
spam,This is not a joke! You really won! Claim at bit.ly/abc123.
ham,HR has updated the leave policy. Check the intranet for details.
spam,Your Google subscription gift card code: FREEXXXX. Redeem at tinyurl.com/xyz.
ham,Password changed successfully for your Instagram account.
spam,WARNING: Your computer has 3 viruses! Download antivirus now!
spam,Shocking secret the banks don't want you to know! Click to reveal.
ham,The security lecture has been moved to the main hall for this week.
ham,I'll be out of office from July 1 to August 10. Contact John for urgent matters.
spam,Buy now and save up to 90%! Unbelievable deals at click-here-now.com/offer.
spam,URGENT: You have won a brand new smartwatch! Click the link to claim your prize.
spam,Last chance! Buy one get one free on all Nintendo Switch!
spam,WINNER! You've been selected to receive a $100000 gift card. Claim immediately!
ham,Monthly digest: Top marketing strategy trends and insights for July.
spam,Meet beautiful women in your city tonight! Join free at bit.ly/abc123.
spam,Double your income in 30 days! Secret method revealed. Click now.
spam,Congratulations! You have won a $50000 prize! Click here to claim now.
ham,Let's schedule a call to discuss the customer feedback project. Are you free Sunday?
ham,Reminder: Your MacBook warranty expires on June 25.
ham,Sending you the recipe you asked for. Let me know how it turns out!
spam,Make $1500 per week working from home! No experience needed. Sign up now.
ham,Your monthly Spotify statement is ready. Log in to view.
spam,SALE SALE SALE! Everything must go! Up to 95% off!
spam,Click here for a surprise gift! You won't believe what's inside!
ham,The library will be closed on Thursday for maintenance.
spam,You are the lucky winner of our $100000 grand prize! Act fast!
spam,Free money! Get $1000 deposited into your account today.
ham,The marketing strategy sprint review is scheduled for Monday at 3:30 PM.
spam,WINNER! You've been selected to receive a $1000 gift card. Claim immediately!
spam,"Dear user, your MacBook order is ready. Confirm at bit.ly/abc123."
spam,SALE SALE SALE! Everything must go! Up to 95% off!
spam,Click here for a surprise gift! You won't believe what's inside!
ham,Monthly digest: Top sales trends and insights for December.
ham,Let's schedule a call to discuss the project management project. Are you free Friday?
ham,"Hi team, the meeting has been rescheduled to 11:00 AM tomorrow. Please update your calendars."
spam,Earn $5000 daily with this simple trick. Guaranteed income!
spam,Last chance! Buy one get one free on all Nintendo Switch!
ham,I'm running a bit late. Will be there in about 20 minutes.
ham,I saw this article about team building and thought you might find it interesting.
ham,Join our upcoming webinar on sustainability on Wednesday at 11:00 AM.
ham,Please complete the quarterly performance review by June 10.
ham,Thanks for sending the project plan. Everything looks good to me.
spam,Your email has won $2000 in our international lottery. Reply to collect.
ham,Thanks for dinner last night! We should do it again sometime.
ham,Thanks for sending the status report. Everything looks good to me.
ham,Can you pick up iPad from the store on your way home?
spam,Amazing news! You qualify for a free headphones. Click to get yours today!
spam,Earn $1000000 daily with this simple trick. Guaranteed income!
ham,Thanks for dinner last night! We should do it again sometime.
spam,BREAKING: New government grant of $500 available. Apply now!
spam,Action required: Confirm your Instagram account details or lose access.
spam,Your Google subscription gift card code: FREEXXXX. Redeem at prize-claim.org/winner.
spam,Special offer: protein powder for only $29.99! Limited time deal.
spam,Earn $1500 daily with this simple trick. Guaranteed income!
ham,Hey! Are you coming to Robert's birthday party on Wednesday?
ham,"Hi team, the meeting has been rescheduled to 5:00 PM tomorrow. Please update your calendars."
spam,Your Chase payment failed. Update billing info at tinyurl.com/xyz.
spam,Exclusive deal: Get PS5 for FREE! Just pay shipping.
spam,Free trial of Wells Fargo! No credit card required. Sign up at tinyurl.com/xyz.
ham,Happy birthday! Wishing you a wonderful year ahead!
spam,Lose 20lbs in 30 days! Revolutionary weight loss pill.
ham,"Dear students, the team building assignment is due on May 30. No extensions."
ham,Just checking in. How are you doing? It's been a while since we caught up.
spam,Shocking secret the banks don't want you to know! Click to reveal.
spam,URGENT: Your bank account needs verification. Click here immediately.
ham,The exam schedule has been posted on the portal. Check your dates.
spam,"Dear user, your TV order is ready. Confirm at prize-claim.org/winner."
spam,Special offer: weight loss pills for only $14.99! Limited time deal.
spam,Reply WIN to this message and get a free laptop instantly!
spam,You have 500 unread messages from singles near you!
spam,Final notice: Claim your $10000 prize before it expires today!
spam,Reply WIN to this message and get a free voucher instantly!
ham,Great work on the budget presentation! The client was very impressed.
ham,Your monthly iCloud statement is ready. Log in to view.
ham,I'll be out of office from July 1 to March 20. Contact Amanda for urgent matters.
ham,Reminder: Your diamond ring warranty expires on March 15.
spam,WINNER! You've been selected to receive a $1000 gift card. Claim immediately!
ham,The conference has been confirmed for July 1 at the main hall. Please RSVP.
spam,WINNER! You've been selected to receive a $5000 gift card. Claim immediately!
ham,Could you please review the pull request I submitted for the innovation module?
ham,Your PayPal account has been successfully created. Welcome!
ham,Reminder: Team standup at 10:00 AM. Please prepare your status updates.
ham,Your Amazon subscription will renew on May 5.
spam,BREAKING: New government grant of $2000 available. Apply now!
spam,Get rich quick! Invest $1500 today and earn $5000 tomorrow!
ham,Our latest blog post on budget is now live. Check it out!
spam,Get CBD oil delivered to your door. Lowest prices guaranteed!
ham,Can you send me the presentation slides by end of day? We need it for the client presentation.
spam,Make $1500 per week working from home! No experience needed. Sign up now.
ham,Did you watch the quarterly report game last night? What a finish!
spam,WINNER! You've been selected to receive a $10000 gift card. Claim immediately!
ham,The team building lecture has been moved to Room 302 for this week.
spam,Hot singles in your area want to meet you! Click here.
spam,URGENT: You have won a brand new smartwatch! Click the link to claim your prize.
ham,Just checking in. How are you doing? It's been a while since we caught up.
spam,Security alert: Unusual login detected on your Instagram account. Verify now.
ham,Happy birthday! Wishing you a wonderful year ahead!
spam,WINNER! You've been selected to receive a $2000 gift card. Claim immediately!
ham,Your monthly Chase statement is ready. Log in to view.
spam,Click here for a surprise gift! You won't believe what's inside!
ham,Congratulations on completing your AI certification!
spam,Cheap laptop available now. Order today for express delivery!
spam,Your account has been compromised! Verify your identity at www.deals99.com/grab.
ham,Our latest blog post on sustainability is now live. Check it out!
ham,Your appointment with Dr. Jessica is confirmed for Saturday at 2:00 PM.
spam,Shocking secret the banks don't want you to know! Click to reveal.
spam,URGENT: You have won a brand new Samsung Galaxy! Click the link to claim your prize.
spam,Double your income in 30 days! Secret method revealed. Click now.
spam,Work from home and earn $500/hour! No skills needed.
ham,Happy birthday! Wishing you a wonderful year ahead!
ham,I'll be out of office from July 1 to May 10. Contact Lisa for urgent matters.
ham,The blockchain lecture has been moved to the cafeteria for this week.
spam,You have 500 unread messages from singles near you!
ham,FYI: The design document has been approved by management.
spam,Earn $1500 daily with this simple trick. Guaranteed income!
spam,WARNING: Your computer has 500 viruses! Download antivirus now!
spam,Your email has won $500 in our international lottery. Reply to collect.
ham,We need to renew the car insurance by May 30. Can you handle it?
spam,Meet beautiful men in your city tonight! Join free at secure-verify.net/login.
spam,You are the lucky winner of our $2000 grand prize! Act fast!
ham,Please find attached the budget proposal for your review. Let me know if you have any questions.
ham,Let me know when you're free this weekend. We could go for a hike.
spam,Your package is waiting! Track it at tinyurl.com/xyz. Delivery fee: $19.99.
ham,I've updated the spreadsheet with the latest changes. Please review and approve.
spam,"Dear user, your TV order is ready. Confirm at tinyurl.com/xyz."
ham,The AI deployment was successful. No issues reported so far.
spam,Exclusive deal: Get Samsung Galaxy for FREE! Just pay shipping.
ham,Sending you the recipe you asked for. Let me know how it turns out!
ham,Welcome aboard! Your onboarding schedule is attached.
ham,Your flight AA878 to Bali departs at 10:00 AM on April 1.
ham,Could you please review the pull request I submitted for the sustainability module?
spam,"Dear user, your headphones order is ready. Confirm at secure-verify.net/login."
ham,Can you send me the status report by end of day? We need it for the client presentation.
ham,Your Google subscription will renew on April 20.
spam,Your Amazon account will be suspended. Verify at prize-claim.org/winner immediately.
ham,Your monthly iCloud statement is ready. Log in to view.
spam,Cheap iPhone available now. Order today for express delivery!
spam,Congratulations! You have won a $2000 prize! Click here to claim now.
ham,Just checking in. How are you doing? It's been a while since we caught up.
spam,Unsubscribe? You'll miss out on $100000 worth of free gifts!
ham,Can you send me the spreadsheet by end of day? We need it for the client presentation.
ham,Reminder: Team standup at 3:00 PM. Please prepare your status updates.
ham,Receipt for your Google purchase of $9.99 on August 3.
ham,The cloud computing sprint review is scheduled for Sunday at 3:30 PM.
spam,Doctor recommended supplements now available without prescription!
spam,Congratulations Emily! You've earned a free vacation to Caribbean!
ham,"Hi, I wanted to follow up on our conversation about the design initiative."
spam,Final notice: Claim your $1000000 prize before it expires today!
spam,You're our 1000th lucky winner this month! Win $500 now.
ham,Let me know when you're free this weekend. We could go for a hike.
spam,Make $50000 per week working from home! No experience needed. Sign up now.
ham,The library will be closed on Monday for maintenance.
ham,We need to renew the car insurance by May 30. Can you handle it?
spam,Make $1000 per week working from home! No experience needed. Sign up now.
ham,Congratulations on completing your cloud computing certification!
spam,Your Wells Fargo payment failed. Update billing info at bit.ly/abc123.
ham,Could you please review the pull request I submitted for the design module?
ham,Join our upcoming webinar on AI on Sunday at 2:30 PM.
spam,"FREE gift card for the first 100 customers! Hurry, limited stock!"
ham,Thanks for dinner last night! We should do it again sometime.
ham,The kids have a school event on Thursday. Can you make it?
spam,Get CBD oil delivered to your door. Lowest prices guaranteed!
ham,Your Amazon subscription will renew on June 10.
ham,Office hours this week: Friday from 3:00 PM to 1:00 PM. Room 250.
ham,I'm running a bit late. Will be there in about 5 minutes.
spam,Free trial of Netflix! No credit card required. Sign up at secure-verify.net/login.
ham,Happy birthday! Wishing you a wonderful year ahead!
spam,You've been specially selected for this exclusive offer. Don't miss out!
ham,Let's schedule a call to discuss the engineering project. Are you free Friday?
spam,You have 1000 unread messages from singles near you!
spam,Get CBD oil delivered to your door. Lowest prices guaranteed!
ham,I've updated the meeting notes with the latest changes. Please review and approve.
ham,"Hi team, the meeting has been rescheduled to 10:00 AM tomorrow. Please update your calendars."
ham,Your Bank of America subscription will renew on May 30.
ham,Great work on the Python presentation! The client was very impressed.
ham,I've updated the proposal with the latest changes. Please review and approve.
ham,"Hi, I wanted to follow up on our conversation about the budget initiative."
ham,Community update: We've reached 500 members! Thank you for your support.
spam,Your credit score is excellent! Get a pre-approved $10000 loan now.
spam,Meet beautiful men in your city tonight! Join free at bit.ly/abc123.
ham,Join our upcoming webinar on design on Tuesday at 10:30 AM.
spam,Your package is waiting! Track it at secure-verify.net/login. Delivery fee: $14.99.
ham,"Hi team, the meeting has been rescheduled to 9:00 AM tomorrow. Please update your calendars."
ham,"This week in AI: new features, updates, and community highlights."
spam,Hot singles in your area want to meet you! Click here.
spam,Cheap designer bag available now. Order today for express delivery!
spam,Final notice: Claim your $1000000 prize before it expires today!
spam,Last chance! Buy one get one free on all camera!
spam,WINNER! You've been selected to receive a $10000 gift card. Claim immediately!
spam,Your Microsoft payment failed. Update billing info at secure-verify.net/login.
ham,Sending you the recipe you asked for. Let me know how it turns out!
ham,Your monthly Netflix statement is ready. Log in to view.
spam,Get supplements delivered to your door. Lowest prices guaranteed!
ham,The Python workshop has 50 seats remaining. Register soon.
ham,Your monthly PayPal statement is ready. Log in to view.
spam,Action required: Confirm your Bank of America account details or lose access.
ham,Reminder: Team standup at 3:00 PM. Please prepare your status updates.
ham,The project deadline has been extended to May 5. Please plan accordingly.
ham,Welcome aboard! Your onboarding schedule is attached.
spam,Security alert: Unusual login detected on your Spotify account. Verify now.
ham,Your appointment with Dr. Robert is confirmed for Saturday at 3:30 PM.
spam,BREAKING: New government grant of $10000 available. Apply now!
ham,I'll be out of office from July 15 to April 8. Contact John for urgent matters.
ham,Your LinkedIn order #931415 has been shipped. Estimated delivery: July 1.
ham,Receipt for your Instagram purchase of $4.99 on May 5.
ham,Can you pick up Nintendo Switch from the store on your way home?
ham,"Dear students, the machine learning assignment is due on April 1. No extensions."
spam,Your iCloud subscription gift card code: FREEXXXX. Redeem at click-here-now.com/offer.
spam,Exclusive deal: Get designer bag for FREE! Just pay shipping.
ham,"Dear students, the Python assignment is due on June 25. No extensions."
